industry_code	product_code	product_name
313210	313210J	Manmade fiber broadwoven twill fabrics, 85% or more spun yarns (exc. pile/wool blends) (gray)	
313210	313210L	Manmade fiber broadwoven fabrics, other weaves, 85% or more spun yarn, exc. wool blends (gray)	
313210	313210R	Fabricated manmade fiber and silk textile products, except sheet and pillowcases	
313210	313210T	Wool broadwoven fabrics (gray goods)	
313210	313210U	Finished broadwoven wool fabrics and felts (finished in weaving mills)	
313221	313221	Narrow fabric mills	
313221	3132211	Woven narrow fabrics (12 inches or less in width)	
313221	31322111	Woven elastic narrow fabrics (12 inches or less in width)	
313221	31322112	Woven nonelastic labels, ribbons, and tape	
313221	31322113	Woven nonelastic narrow fabrics and webbing, excluding labels, woven edge ribbons, and tape	
313221	3132213	Braided narrow fabrics (12 inches or less in width)	
313221	3132215	Covered rubber thread, made in narrow fabric mills	
313221	313221M	Miscellaneous receipts	
313221	313221P	Primary products	
313221	313221S	Secondary products	
313222	313222	Schiffli machine embroidery	
313222	3132220	Schiffli machine embroideries	
313222	3132221	Schiffli machine embroideries	
313222	313222M	Miscellaneous receipts	
313222	313222MM	Miscellaneous receipts	
313222	313222P	Primary products	
313222	313222S	Secondary products	
313222	313222SS	Secondary products	
313230	3132301131	Nonwoven fabrics, wet laid	
313230	3132301191	Nonwoven fabrics, except wet laid	
313241	313241	Weft knit fabric mills	
313241	3132411	Weft (circular) knit fabrics greige goods (excluding hosiery)	
313241	3132413	Finished weft (circular) knit fabrics (excluding hosiery)	
313241	3132415	Contract and commission receipts for knitting/finishing weft knit fabrics	
313241	3132416	Nonapparel items & commission receipts for knitting/finishing weft knit fabrics (excl hosiery)	
313241	313241P	Primary products	
313241	313241S	Secondary products	
313241	313241SM	Secondary products and miscellaneous receipts	
313249	313249	Other knit fabric and lace mills	
313249	3132491	Warp knit fabric greige goods	
313249	3132493	Finished warp knit fabrics	
313249	3132495	Lace & net goods, all leavers & nottingham lace machine products, incl. bobbinets/barmen laces	
313249	3132497	Contract/commission receipts for knitting and/or finishing warp knit fabrics, lace or net goods	
313249	3132499	Nonapparel knit end products made in knitting mills, including towels/washcloths	
313249	313249A	Nonapparel warp knit end products (incl. knitted towels/washcloths) exc. fabric/lace/net goods	
313249	313249P	Primary products	
313249	313249S	Secondary products	
313311	313311	Broadwoven fabric finishing mills	
313311	3133111	Finished cotton broadwoven fabrics, finished in finishing mills	
313311	3133113	Commission finishing of cotton broadwoven fabrics	
313311	3133115	Other finished broadwoven fabrics (excl. cotton and wool), finished in finishing mills	
313311	3133117	Other commission finishing of broadwoven fabrics (excl. cotton & wool)	
313311	313311P	Primary products	
313311	313311S	Secondary products	
313312	313312	Other textile and fabric finishing mills	
313312	3133120	Finished fabrics (except broadwoven) and other finished textiles	
313312	3133121	Finished fabrics (except broadwoven) and other finished textiles	
313312	313312P	Primary products	
313320	31332013	Vinyl coated fabrics, incl expanded vinyl coated, heavyweight fabrics, more than 16oz per sq y	
313320	3133203	Rubber coated fabrics	
313320	31332051	Pyroxylin and polyurethane coated fabrics	
313320	3133205131	Pyroxylin and polyurethane coated fabrics	
313320	31332052	Other coated or laminated fabrics, excluding rubberized fabrics	
313320	31332054	All other coated fabrics and yarns, all types except rubberized	
313320	3133205491	Other coated or laminated fabrics, excluding rubberized fabrics	
313320	313320SSS	Secondary products	
314110	3141102	Tufted carpets and rugs	
314110	314110215	Nylon	
314110	314110217	Polypropylene	
314110	314110219	Polyester and other carpet and rugs	
314110	31411022	Carpets and rugs, finished only	
314110	314110288	Finishing only	
314110	3141103	Other carpet and rugs	
314121	314121	Curtain and drapery mills	
314121	3141210	Curtains and draperies	
314121	31412102	Woven window curtains (except custom made), all fabrics, including glass	
314121	31412103	Woven draperies (except custom made), all fabrics, including glass	
314121	31412104	Custom drapes and curtains	
314121	31412105	Curtains and draperies, knit, including lace curtains made from purchased fabric	
314121	3141211	Curtains and draperies	
314121	31412111	Curtains and draperies, knit, except lace	
314121	3141211111	Curtains and draperies, knit except lace	
314121	31412112	Woven window curtains, all fabrics	
314121	3141211261	Woven window curtains, all fabrics	
314121	31412113	Woven draperies, all fabrics	
314121	3141211399	Woven draperies, all fabrics	
314121	314121M	Miscellaneous receipts	
314121	314121MM	Miscellaneous receipts	
314121	314121P	Primary products	
314121	314121S	Secondary products	
314129	314129	Other household textile product mills	
314129	3141291	Bedspreads and bedsets	
314129	3141293	Sheets and pillowcases	
314129	3141295	Towels and washcloths	
314129	3141296	Other household textile products	
314129	31412961	Shower bath curtains	
314129	31412962	Comforters and quilts	
314129	31412965	Blankets, mattress protectors, table linen, and slip covers	
314129	31412966	Pillows, including bed, fancy, and cushions, including foam	
314129	3141297	Other household textile products	
314129	31412971	Shower bath curtains	
314129	31412972	Comforters and quilts	
314129	31412973	Pillows, including bed, fancy, and cushions, including foam	
314129	31412974	Blankets, mattress protectors, table linen, and slip covers	
314129	314129M	Miscellaneous receipts	
314129	314129P	Primary products	
314129	314129S	Secondary products	
314129	314129SS	Secondary products	
314911	314911	Textile bag mills	
314911	3149110	Textile bags	
314911	31491101	Duffle bags and knapsacks, all materials	
314911	31491102	All other textile bags	
314911	314911M	Miscellaneous receipts	
314911	314911P	Primary products	
314911	314911S	Secondary products	
314911	314911SS	Secondary products	
314912	314912	Canvas and related product mills	
314912	3149120	Canvas and related products	
314912	31491201	Canvas awnings	
314912	31491204	Tarpaulins and other covers, flat, made from canvas, including truck and boat covers	
314912	31491205	Tarpaulins and other covers, fitted, made from canvas, including truck and boat covers	
314912	31491207	All other canvas products, except bags	
314912	31491208	Canvas tents, including camping, air supported and tension structures	
314912	3149121	Canvas and related products	
314912	314912M	Miscellaneous receipts	
314912	314912P	Primary products	
314912	314912S	Secondary products	
314912	314912SS	Secondary products	
314991	314991	Rope, cordage, and twine mills	
314991	3149911	Cordage and twine, hard fiber	
314991	3149913	Cordage and twine, soft fiber (except cotton)	
314991	3149915	Cotton cordage and twine	
314991	314991M	Miscellaneous receipts	
314991	314991P	Primary products	
314991	314991S	Secondary products	
314992	314992	Tire cord and tire fabric mills	
314992	3149920	Tire cord and tire fabrics	
314992	3149921	Tire cord and tire fabrics	
314992	314992P	Primary products	
314992	314992S	Secondary products	
314999	3149995	Embroideries (excluding Schiffli machine products)	
314999	3149999	Fabricated textile products, nec	
315110	315110911	Men's finished seamless hosiery, anklets, natural fibers	
315110	315110912	Men's finished seamless hosiery, anklets, manmade fibers	
315110	315110913	Men's finished seamless hosiery, midcalf, natural fibers	
315110	315110914	Men's finished seamless hosiery, midcalf, manmade fibers	
315110	315110915	Men's finished seamless hosiery other than anklets and midcalf	
315111	315111	Sheer hosiery mills	
315111	3151111	Women's, misses', & girls' sheer finished hosiery, full-length, knee-length, & below the knee	
315111	3151113	Women's, misses', and girls' sheer finished pantyhose, including tights, all needle	
315111	3151115	Women's, misses', and girls' sheer hosiery shipped in the greige (except socks)	
315111	315111M	Miscellaneous receipts	
315111	315111P	Primary products	
315111	315111S	Secondary products	
315111	315111SS	Secondary products	
315119	315119	Other hosiery and sock mills	
315119	3151191	Men's finished seamless hosiery and socks (sizes 10 and up)	
315119	3151193	All other finished hosiery, other than sheer	
315119	3151195	Seamless hosiery (except sheer), shipped in the greige	
315119	315119M	Miscellaneous receipts	
315119	315119P	Primary products	
315119	315119S	Secondary products	
315119	315119SS	Secondary products	
315191	315191	Outerwear knitting mills	
315191	3151911	Men's and junior boys' sweaters, made in knitting mills	
315191	3151912	Men's and boys' sweaters, made in knitting mills	
315191	3151913	Women's, misses', and juniors' sweaters, made in knitting mills	
315191	3151914	Women's, girls', and infants' sweaters, made in knitting mills	
315191	3151915	Girls', little boys', and infants' sweaters, made in knitting mills	
315191	3151917	Men's and boys' knit dress and sport shirts, made in knitting mills	
315191	3151919	Women's, misses', and juniors' knit shirts and blouses, made in knitting mills	
315191	315191A	Girls', little boys', & infants' knit shirts & blouses, made in knitting mills	
315191	315191B	Women's, girls', and infants' knit shirts and blouses, made in knitting mills	
315191	315191C	All other knit outerwear products	
315191	315191D	Knit outerwear, except sweaters and shirts, made in knitting mills	
315191	315191E	Contract receipts for knitting only or knitting & finishing outerwear knitting mill products	
315191	315191G	Gloves and mittens, made in knitting mills	
315191	315191H	Hats, mufflers, scarves, and other knitting mill apparel products	
315191	315191P	Primary products	
315191	315191S	Secondary products	
315191	315191SS	Secondary products	
315192	315192	Underwear and nightwear knitting mills	
315192	3151921	Men's and boys' knit underwear, nightwear, and robes, made in knitting mills	
315192	3151923	Women's/misses'/juniors'/girls'/little boys'/infants' knit underwear & nightwear	
315192	3151924	Women's, girls', and infants' knit underwear and nightwear, made in knitting mills	
315192	315192P	Primary products	
315192	315192S	Secondary products	
315192	315192SM	Secondary products and miscellaneous receipts	
315192	315192SS	Secondary products	
315211	315211	Men's and boys' apparel contractors	
315211	3152118	Contract receipts for men's/boys' pants, work apparel, and other outerwear	
315211	3152119	Contract receipts for men's/boys' embroidering (exc. Schiffli) & other apparel nec	
315211	315211A	Contract men's and boys' cut and sew apparel	
315211	315211B	Contract receipts for men's and boys' cut and sew apparel contractors	
315211	315211M	Miscellaneous receipts	
315211	315211P	Primary products	
315211	315211S	Secondary products	
315211	315211T	Contract receipts for men's/boys' shirts, underwear/nightwear & tailored suits/coats/jackets	
315212	315212	Women's and girls' apparel contractors	
315212	3152121	Contract receipts for women's/girls'/infants' shirts and blouses	
315212	3152123	Contract receipts for women's/girls'/infants' dresses	
315212	3152127	Contract receipts for women's/girls'/infants' nontailored coats, jackets, and other outerwear	
315212	315212A	Receipts for contract/commission work on women's, girls', and infants' apparel	
